Plate,Well,Part,Plasmid,Resistance,Well Status,Type,Sequencing,Short Description,Genbank File,Comments,Source,Subparts
Plate 5,16A,BBa_K1373000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""This part encodes NAD synthetase""",https://synbiohub.org/public/igem/BBa_K1373000/1/gb,,iGEM14_SCAU-China,1
Plate 5,16B,BBa_K1602014,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""    B0034-yagE""",https://synbiohub.org/public/igem/BBa_K1602014/1/gb,,iGEM15_TU_Darmstadt,2
Plate 5,16C,BBa_K1365169,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""signal sequence from USP45 fused to aiiA""",https://synbiohub.org/public/igem/BBa_K1365169/1/gb,,iGEM14_Groningen,1
Plate 5,16D,BBa_K1602016,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""    B0034-xylB-B0034-xylC""",https://synbiohub.org/public/igem/BBa_K1602016/1/gb,,iGEM15_TU_Darmstadt,4
Plate 5,16E,BBa_K1393001,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""OprF(Ala196)+CBP""",https://synbiohub.org/public/igem/BBa_K1393001/1/gb,,iGEM14_HUST-China,1
Plate 5,16F,BBa_K1602020,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""Inducible generator of Humicola insolens cutinase (HIC) with N-terminal His-Tag""",https://synbiohub.org/public/igem/BBa_K1602020/1/gb,,iGEM15_TU_Darmstadt,3
Plate 5,16G,BBa_K1460004,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Anderson Promoter + MerT + MerP + ter""",https://synbiohub.org/public/igem/BBa_K1460004/1/gb,,iGEM14_Cornell,1
Plate 5,16H,BBa_K1602025,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""HisTag-GFP_Si4-Tag fusion protein with RBS BBa_B0034""",https://synbiohub.org/public/igem/BBa_K1602025/1/gb,,iGEM15_TU_Darmstadt,2
Plate 5,16I,BBa_K1460003,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Anderson Promoter + NixA + Ter""",https://synbiohub.org/public/igem/BBa_K1460003/1/gb,,iGEM14_Cornell,1
Plate 5,16J,BBa_K1602027,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Protein scaffold with N-terminal HisTag""",https://synbiohub.org/public/igem/BBa_K1602027/1/gb,,iGEM15_TU_Darmstadt,1
Plate 5,16K,BBa_K1460002,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""RBS + GST (glutathione-S-transferase)-CRS5 (metallothionein) + Ter""",https://synbiohub.org/public/igem/BBa_K1460002/1/gb,,iGEM14_Cornell,1
Plate 5,16L,BBa_K1602028,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""Protein scaffold with N-terminal HisTag and RBS BBa_B0034""",https://synbiohub.org/public/igem/BBa_K1602028/1/gb,,iGEM15_TU_Darmstadt,2
Plate 5,16M,BBa_K1364007,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""RBS + Antifungal GAFP-1 + Double terminator""",https://synbiohub.org/public/igem/BBa_K1364007/1/gb,,iGEM14_Toulouse,3
Plate 5,16N,BBa_K1602031,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""HisTag-Scaffold_Si4-Tag fusion protein with RBS BBa_B0034""",https://synbiohub.org/public/igem/BBa_K1602031/1/gb,,iGEM15_TU_Darmstadt,2
Plate 5,16O,BBa_K1312005,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""S-adenosyl methionine-dependent methyltransferase relate to Met-DMSP byosynthesis pathway(SAMmt)""",https://synbiohub.org/public/igem/BBa_K1312005/1/gb,,iGEM14_Kyoto,1
Plate 5,16P,BBa_K1602034,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""aes-SH3lig""",https://synbiohub.org/public/igem/BBa_K1602034/1/gb,,iGEM15_TU_Darmstadt,1
Plate 5,17A,BBa_K1321340,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Double CBD (dCBD) with N-terminal linker""",https://synbiohub.org/public/igem/BBa_K1321340/1/gb,,iGEM14_Imperial,1
Plate 5,17B,BBa_K1659000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Artilysin Art-175  an antibacterial fusion protein""",https://synbiohub.org/public/igem/BBa_K1659000/1/gb,"""O Art-175""",iGEM15_Oxford15,1
Plate 5,17C,BBa_K1321341,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""sfGFP fused to CBDclos in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321341/1/gb,,iGEM14_Imperial,3
Plate 5,17D,BBa_K1659201,pSB1C3,chloramphenicol,OK,Composite,Single error(A),"""Dispersin B fused at N-terminal with DsbA 2-19 signal sequence""",https://synbiohub.org/public/igem/BBa_K1659201/1/gb,"""J DspB DsbA""",iGEM15_Oxford15,1
Plate 5,17E,BBa_K1321342,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""sfGFP fused to CBDcex in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321342/1/gb,,iGEM14_Imperial,3
Plate 5,17F,BBa_K1598001,pSB1C3,chloramphenicol,OK,Coding,Partially confirmed(A),"""TPH1 (Tryptophan hydroxylase 1)""",https://synbiohub.org/public/igem/BBa_K1598001/1/gb,,iGEM15_UCL,1
Plate 5,17G,BBa_K1321343,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""NiBP fused to CBDclos in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321343/1/gb,,iGEM14_Imperial,3
Plate 5,17H,BBa_K1598003,pSB1C3,chloramphenicol,OK,Generator,Long part(A),"""RBS-ChAT-6xHis-Terminator""",https://synbiohub.org/public/igem/BBa_K1598003/1/gb,,iGEM15_UCL,1
Plate 5,17I,BBa_K1321344,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""NiBP fused to CBDcex in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321344/1/gb,,iGEM14_Imperial,3
Plate 5,17J,BBa_K1604021,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""J23100 + &#946;-carotene 15 15&rsquo;-dioxygenase  (blh gene)""",https://synbiohub.org/public/igem/BBa_K1604021/1/gb,,iGEM15_UNITN-Trento,2
Plate 5,17K,BBa_K1321345,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""NiBP fused to dCBD with linker in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321345/1/gb,,iGEM14_Imperial,3
Plate 5,17L,BBa_K1604022,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""araC-pBAD + &#946;-carotene + J23100 + blh""",https://synbiohub.org/public/igem/BBa_K1604022/1/gb,"""there is a single nucleotide mutation in SpeI site""",iGEM15_UNITN-Trento,10
Plate 5,17M,BBa_K1321346,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""CBDclos fused to sfGFP in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321346/1/gb,,iGEM14_Imperial,3
Plate 5,17N,BBa_K1632003,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""fim switch[default OFF](Tokyo_Tech/J23119)_rbs_gfp""",https://synbiohub.org/public/igem/BBa_K1632003/1/gb,,iGEM15_Tokyo_Tech,3
Plate 5,17O,BBa_K1321347,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""dCBD with N-terminal linker in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321347/1/gb,,iGEM14_Imperial,1
Plate 5,17P,BBa_K1632008,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""fim switch[default OFF](wild-type)_rbs_gfp""",https://synbiohub.org/public/igem/BBa_K1632008/1/gb,,iGEM15_Tokyo_Tech,3
Plate 5,18A,BBa_K1312006,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""NADPH-dependent flavinoid reductase relate to Met-DMSP byosynthesis pathway(REDOX)""",https://synbiohub.org/public/igem/BBa_K1312006/1/gb,,iGEM14_Kyoto,1
Plate 5,18B,BBa_K1602035,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""Inducible generator of RBS-xynA-PDZlig""",https://synbiohub.org/public/igem/BBa_K1602035/1/gb,,iGEM15_TU_Darmstadt,2
Plate 5,18C,BBa_K1438001,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Bacterioferritin (BFR) M52H heme-deletion""",https://synbiohub.org/public/igem/BBa_K1438001/1/gb,"""Bacterioferritin M52H for deletion of heam group""",iGEM14_Berlin,1
Plate 5,18D,BBa_K1602043,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""araCpBad-hokD""",https://synbiohub.org/public/igem/BBa_K1602043/1/gb,,iGEM15_TU_Darmstadt,3
Plate 5,18E,BBa_K1438002,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Hu_Ferritin""",https://synbiohub.org/public/igem/BBa_K1438002/1/gb,"""Human Ferritin from iGEM Calgary""",iGEM14_Berlin,1
Plate 5,18F,BBa_K1602044,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""RRL3H""",https://synbiohub.org/public/igem/BBa_K1602044/1/gb,,iGEM15_TU_Darmstadt,3
Plate 5,18G,BBa_K1344000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""1018 synthetic cationic peptide""",https://synbiohub.org/public/igem/BBa_K1344000/1/gb,,iGEM14_UI-Indonesia,1
Plate 5,18H,BBa_K1602046,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""RRK3""",https://synbiohub.org/public/igem/BBa_K1602046/1/gb,,iGEM15_TU_Darmstadt,4
Plate 5,18I,BBa_K1472601,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Leaderless thioesterase""",https://synbiohub.org/public/igem/BBa_K1472601/1/gb,,iGEM14_CityU_HK,1
Plate 5,18J,BBa_K1602049,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""RRkey""",https://synbiohub.org/public/igem/BBa_K1602049/1/gb,,iGEM15_TU_Darmstadt,1
Plate 5,18K,BBa_K1472610,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Delta 15 desaturase""",https://synbiohub.org/public/igem/BBa_K1472610/1/gb,,iGEM14_CityU_HK,1
Plate 5,18L,BBa_K1602050,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""RRlocked""",https://synbiohub.org/public/igem/BBa_K1602050/1/gb,,iGEM15_TU_Darmstadt,1
Plate 5,18M,BBa_I0500,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""Inducible pBad/araC promoter""",https://synbiohub.org/public/igem/BBa_I0500/1/gb,,iGEM14_Hong_Kong_HKUST,1
Plate 5,18N,BBa_K1602051,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""araCpBad-RRkey""",https://synbiohub.org/public/igem/BBa_K1602051/1/gb,,iGEM15_TU_Darmstadt,2
Plate 5,18O,BBa_K1523022,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""nahE coding sequence""",https://synbiohub.org/public/igem/BBa_K1523022/1/gb,,iGEM14_LZU-China,1
Plate 5,18P,BBa_K1602055,pSB1C3,chloramphenicol,OK,Generator,Long part(A),"""araCpBad-GFP""",https://synbiohub.org/public/igem/BBa_K1602055/1/gb,,iGEM15_TU_Darmstadt,3
Plate 5,19A,BBa_K1321348,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""sfGFP fused to dCBD with linker in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321348/1/gb,,iGEM14_Imperial,3
Plate 5,19B,BBa_K1632012,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""PBAD/araC_rbs_fimB(wild-type)""",https://synbiohub.org/public/igem/BBa_K1632012/1/gb,,iGEM15_Tokyo_Tech,3
Plate 5,19C,BBa_K1321349,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""CBDcex fused to sfGFP in RFC 25""",https://synbiohub.org/public/igem/BBa_K1321349/1/gb,,iGEM14_Imperial,3
Plate 5,19D,BBa_K1632013,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""PBAD/araC_rbs_fimE(wild-type)""",https://synbiohub.org/public/igem/BBa_K1632013/1/gb,,iGEM15_Tokyo_Tech,3
Plate 5,19E,BBa_K1321351,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""CBDcenA with linker fused to NiBP in Freiburg format (RFC 25)""",https://synbiohub.org/public/igem/BBa_K1321351/1/gb,,iGEM14_Imperial,3
Plate 5,19F,BBa_K1632018,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""J23100_rbs_lasR_TT_Plux_rbs_fimE(wild-type)""",https://synbiohub.org/public/igem/BBa_K1632018/1/gb,,iGEM15_Tokyo_Tech,8
Plate 5,19G,BBa_K1321352,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""NiBP fused to CBDcex driven by T7""",https://synbiohub.org/public/igem/BBa_K1321352/1/gb,,iGEM14_Imperial,6
Plate 5,19H,BBa_K1789000,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""IaaM""",https://synbiohub.org/public/igem/BBa_K1789000/1/gb,"""Another copy of this part is in 4A""",iGEM15_NUDT_CHINA,1
Plate 5,19I,BBa_K1321353,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""NiBP fused to CBDclos driven by T7""",https://synbiohub.org/public/igem/BBa_K1321353/1/gb,,iGEM14_Imperial,6
Plate 5,19J,BBa_K1789001,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""IaaH""",https://synbiohub.org/public/igem/BBa_K1789001/1/gb,"""Another copy of this part is in 4B""",iGEM15_NUDT_CHINA,1
Plate 5,19K,BBa_K1321356,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""sfGFP fused to CBDclos driven by LacI""",https://synbiohub.org/public/igem/BBa_K1321356/1/gb,,iGEM14_Imperial,6
Plate 5,19L,BBa_K1789002,pSB1C3,chloramphenicol,OK,RBS,Confirmed(A),"""RBS30""",https://synbiohub.org/public/igem/BBa_K1789002/1/gb,"""Another copy of this part is in 4C""",iGEM15_NUDT_CHINA,1
Plate 5,19M,BBa_K1321357,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""sfGFP fused to CBDcex driven by LacI""",https://synbiohub.org/public/igem/BBa_K1321357/1/gb,,iGEM14_Imperial,6
Plate 5,19N,BBa_K1789003,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""GFP1(with termination codon)""",https://synbiohub.org/public/igem/BBa_K1789003/1/gb,"""Another copy of this part is in 4D""",iGEM15_NUDT_CHINA,1
Plate 5,19O,BBa_K1321358,pSB1C3,chloramphenicol,OK,Coding,Inconsistent(A),"""CBDcenA with linker fused to NiBP driven by LacI""",https://synbiohub.org/public/igem/BBa_K1321358/1/gb,,iGEM14_Imperial,6
Plate 5,19P,BBa_K1789004,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""GFP2 """,https://synbiohub.org/public/igem/BBa_K1789004/1/gb,"""Another copy of this part is in 4E""",iGEM15_NUDT_CHINA,1
Plate 5,20A,BBa_K1349007,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""cusR-lza""",https://synbiohub.org/public/igem/BBa_K1349007/1/gb,,iGEM14_Aix-Marseille,1
Plate 5,20B,BBa_K1602056,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""B0034-yjhG-B0034-yqhD""",https://synbiohub.org/public/igem/BBa_K1602056/1/gb,,iGEM15_TU_Darmstadt,4
Plate 5,20C,BBa_K1349008,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""sh3pep-lza""",https://synbiohub.org/public/igem/BBa_K1349008/1/gb,,iGEM14_Aix-Marseille,1
Plate 5,20D,BBa_K1602058,pSB1C3,chloramphenicol,OK,Composite,Inconsistent(A),"""B0034-yagE-B0034-yjhG-B0034-yqhD""",https://synbiohub.org/public/igem/BBa_K1602058/1/gb,,iGEM15_TU_Darmstadt,6
Plate 5,20E,BBa_K1349004,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""mesh1""",https://synbiohub.org/public/igem/BBa_K1349004/1/gb,,iGEM14_Aix-Marseille,1
Plate 5,20F,BBa_K1602037,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""eYFP with C-terminal GBD ligand and RBS BBa_B0034""",https://synbiohub.org/public/igem/BBa_K1602037/1/gb,,iGEM15_TU_Darmstadt,1
Plate 5,20G,BBa_K1349000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""serA(1-->1008bp)""",https://synbiohub.org/public/igem/BBa_K1349000/1/gb,,iGEM14_Aix-Marseille,1
Plate 5,20H,BBa_K1602038,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),"""eYFP with C-terminal SH3 ligand and RBS BBa_B0034""",https://synbiohub.org/public/igem/BBa_K1602038/1/gb,,iGEM15_TU_Darmstadt,1
Plate 5,20I,BBa_K1483000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""&alpha;-N-Acetylgalactosamindase""",https://synbiohub.org/public/igem/BBa_K1483000/1/gb,,iGEM14_Tuebingen,1
Plate 5,20J,BBa_K1602041,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""Inducible generator of eYFP with C-terminal SH3 ligand""",https://synbiohub.org/public/igem/BBa_K1602041/1/gb,,iGEM15_TU_Darmstadt,2
Plate 5,20K,BBa_K1483001,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Endo-&#946;-Galactosidase""",https://synbiohub.org/public/igem/BBa_K1483001/1/gb,,iGEM14_Tuebingen,1
Plate 5,20L,BBa_K1825000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""UNIK antifreeze protein""",https://synbiohub.org/public/igem/BBa_K1825000/1/gb,,iGEM15_UNIK_Copenhagen,1
Plate 5,20M,BBa_K1483002,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""&#945;-Galactosidase""",https://synbiohub.org/public/igem/BBa_K1483002/1/gb,,iGEM14_Tuebingen,1
Plate 5,20N,BBa_K1825005,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""nptII""",https://synbiohub.org/public/igem/BBa_K1825005/1/gb,,iGEM15_UNIK_Copenhagen,1
Plate 5,20O,BBa_K1483003,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Ssp GyrB Split Intein""",https://synbiohub.org/public/igem/BBa_K1483003/1/gb,,iGEM14_Tuebingen,1
Plate 5,20P,BBa_K1689000,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""sgRNA generator""",https://synbiohub.org/public/igem/BBa_K1689000/1/gb,"""sgRNA generator""",iGEM15_Peking,1
Plate 5,21A,BBa_K1321333,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""pSB-AraC-pBAD""",https://synbiohub.org/public/igem/BBa_K1321333/1/gb,,iGEM14_Imperial,1
Plate 5,21B,BBa_K1789006,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),"""SCAF2""",https://synbiohub.org/public/igem/BBa_K1789006/1/gb,"""Another copy of this part is in 4G""",iGEM15_NUDT_CHINA,1
Plate 5,21C,BBa_K1321120,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""SmtA metallothionein fused to linker-dCBD""",https://synbiohub.org/public/igem/BBa_K1321120/1/gb,,iGEM14_Imperial,3
Plate 5,21D,BBa_K1789008,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""TALE1""",https://synbiohub.org/public/igem/BBa_K1789008/1/gb,"""Another copy of this part is in 5A""",iGEM15_NUDT_CHINA,1
Plate 5,21E,BBa_K1321121,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),"""Smt metallothionein fused to CBDclos""",https://synbiohub.org/public/igem/BBa_K1321121/1/gb,,iGEM14_Imperial,3
Plate 5,21F,BBa_K1789009,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""TALE2""",https://synbiohub.org/public/igem/BBa_K1789009/1/gb,"""Another copy of this part is in 5B""",iGEM15_NUDT_CHINA,1
Plate 5,21G,BBa_K1321122,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Smt fused to CBDcex""",https://synbiohub.org/public/igem/BBa_K1321122/1/gb,,iGEM14_Imperial,3
Plate 5,21H,BBa_K1789010,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""TALE3""",https://synbiohub.org/public/igem/BBa_K1789010/1/gb,"""Another copy of this part is in 5C""",iGEM15_NUDT_CHINA,1
Plate 5,21I,BBa_K1321125,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""CBD7+Smt""",https://synbiohub.org/public/igem/BBa_K1321125/1/gb,,iGEM14_Imperial,3
Plate 5,21J,BBa_K1789011,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),"""IAAH+Ter""",https://synbiohub.org/public/igem/BBa_K1789011/1/gb,"""Another copy of this part is in 5D""",iGEM15_NUDT_CHINA,3
Plate 5,21K,BBa_K1321138,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Metallothionein SmtA with T7 promoter""",https://synbiohub.org/public/igem/BBa_K1321138/1/gb,,iGEM14_Imperial,4
Plate 5,21L,BBa_K1789012,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""P+R""",https://synbiohub.org/public/igem/BBa_K1789012/1/gb,"""Another copy of this part is in 5E""",iGEM15_NUDT_CHINA,2
Plate 5,21M,BBa_K1321151,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""metallothionein Fmt fused to CBDclos""",https://synbiohub.org/public/igem/BBa_K1321151/1/gb,,iGEM14_Imperial,3
Plate 5,21N,BBa_K1632000,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""fim switch[deault ON](Tokyo_Tech/J23119)""",https://synbiohub.org/public/igem/BBa_K1632000/1/gb,,iGEM15_Tokyo_Tech,1
Plate 5,21O,BBa_K1321152,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""metallothionein Fmt fused to CBDcex""",https://synbiohub.org/public/igem/BBa_K1321152/1/gb,,iGEM14_Imperial,3
Plate 5,21P,BBa_K1632001,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""fim switch[default OFF](Tokyo_Tech/J23119)""",https://synbiohub.org/public/igem/BBa_K1632001/1/gb,,iGEM15_Tokyo_Tech,1
Plate 5,22A,BBa_K1446002,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),"""superfolder GFP with N-terminal pdu-microcompartment tag""",https://synbiohub.org/public/igem/BBa_K1446002/1/gb,,iGEM14_Oxford,1
Plate 5,22B,BBa_K1689001,pSB1C3,chloramphenicol,OK,Coding,Long part(A),"""Coding sequence of STV-N-luc""",https://synbiohub.org/public/igem/BBa_K1689001/1/gb,"""coding sequence of streptavidin and NFluc416 fusion protein""",iGEM15_Peking,1
Plate 5,22C,BBa_K1343019,pSB1C3,chloramphenicol,OK,Signalling,Long part(A),"""Plux->Green Renilla Luciferase->tetR """,https://synbiohub.org/public/igem/BBa_K1343019/1/gb,,iGEM14_Technion-Israel,1
Plate 5,22D,BBa_K1689002,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Coding sequence of Cluc-STV""",https://synbiohub.org/public/igem/BBa_K1689002/1/gb,"""coding sequence of CFluc398 and streptavidin fusion protein""",iGEM15_Peking,1
Plate 5,22E,BBa_K1343020,pSB1C3,chloramphenicol,OK,Signalling,Long part(A),"""Plux->Green Renilla Luciferase->lacI""",https://synbiohub.org/public/igem/BBa_K1343020/1/gb,,iGEM14_Technion-Israel,1
Plate 5,22F,BBa_K1689005,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Coding sequence of FKBP-Cluc398""",https://synbiohub.org/public/igem/BBa_K1689005/1/gb,"""coding sequence of FKBP and CFluc398 fusion protein""",iGEM15_Peking,1
Plate 5,22G,BBa_K1343021,pSB1C3,chloramphenicol,OK,Signalling,Long part(A),"""Plux->amilCP->lambda CI""",https://synbiohub.org/public/igem/BBa_K1343021/1/gb,,iGEM14_Technion-Israel,1
Plate 5,22H,BBa_K1689006,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Coding sequence of FKBP-Cluc394""",https://synbiohub.org/public/igem/BBa_K1689006/1/gb,"""coding sequence of FKBP and CFluc394 fusion protein""",iGEM15_Peking,1
Plate 5,22I,BBa_K1343022,pSB1C3,chloramphenicol,OK,Signalling,Long part(A),"""Plux->amilCP->tetR""",https://synbiohub.org/public/igem/BBa_K1343022/1/gb,,iGEM14_Technion-Israel,1
Plate 5,22J,BBa_K1689007,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""dCas9-C-luc""",https://synbiohub.org/public/igem/BBa_K1689007/1/gb,"""coding sequence of dCas9 and CFluc398 fusion protein""",iGEM15_Peking,1
Plate 5,22K,BBa_K1355004,pSB1C3,chloramphenicol,OK,Device,Long part(A),"""Mercury ions bioremediating device""",https://synbiohub.org/public/igem/BBa_K1355004/1/gb,,iGEM14_UFAM_BRAZIL,2
Plate 5,22L,BBa_K1689012,pSB1C3,chloramphenicol,OK,Composite,Inconsistent(A),"""dCas9-Nlact""",https://synbiohub.org/public/igem/BBa_K1689012/1/gb,"""dCas9 fused with N terminal of lactamase  His tag allows for protein purification""",iGEM15_Peking,1
Plate 5,22M,BBa_K1355002,pSB1C3,chloramphenicol,OK,Device,Long part(A),"""Mercury ions detector device""",https://synbiohub.org/public/igem/BBa_K1355002/1/gb,,iGEM14_UFAM_BRAZIL,5
Plate 5,22N,BBa_K1689013,pSB1C3,chloramphenicol,OK,Composite,Long part(A),"""Nlact-dCas9""",https://synbiohub.org/public/igem/BBa_K1689013/1/gb,"""N terminal of lactamase fused with dCas9  His tag allows for protein purification""",iGEM15_Peking,1
Plate 5,22O,BBa_K1355003,pSB1C3,chloramphenicol,OK,Device,Long part(A),"""Mercury ions accumulator device""",https://synbiohub.org/public/igem/BBa_K1355003/1/gb,,iGEM14_UFAM_BRAZIL,2
Plate 5,22P,BBa_K1689014,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""dCas9-Clact""",https://synbiohub.org/public/igem/BBa_K1689014/1/gb,"""dCas9 fused with c terminal segment of beta-lactamase""",iGEM15_Peking,1
Plate 5,23A,BBa_K1321154,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""CBDclos fused to metallothionein Fmt""",https://synbiohub.org/public/igem/BBa_K1321154/1/gb,,iGEM14_Imperial,3
Plate 5,23B,BBa_K1632005,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""fim switch[default OFF](wild-type)""",https://synbiohub.org/public/igem/BBa_K1632005/1/gb,,iGEM15_Tokyo_Tech,1
Plate 5,23C,BBa_K1321159,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""Fmt metallothionein with T7 promoter""",https://synbiohub.org/public/igem/BBa_K1321159/1/gb,,iGEM14_Imperial,4
Plate 5,23D,BBa_K1632006,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),"""fim switch[default ON](Tokyo_Tech/R0010)""",https://synbiohub.org/public/igem/BBa_K1632006/1/gb,,iGEM15_Tokyo_Tech,1
Plate 5,23E,BBa_K1321162,pSB1C3,chloramphenicol,OK,Coding,Inconsistent(A),"""NiBP driven by LacI promoter""",https://synbiohub.org/public/igem/BBa_K1321162/1/gb,,iGEM14_Imperial,4
Plate 5,23F,BBa_K1632010,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),"""fimB (wild-type)""",https://synbiohub.org/public/igem/BBa_K1632010/1/gb,,iGEM15_Tokyo_Tech,1
